,links
0,https://www.dr.dk/nyheder/regionale/hovedstadsomraadet/sygeplejersker-kaempebesparelse-til-fare-patientsikkerheden
1,https://www.dr.dk/nyheder/regionale/sjaelland/dansk-sygeplejeraad-alarmerende-der-ikke-bliver-lyttet-til
2,https://www.dr.dk/nyheder/politik/taenketanken-cepos-vil-lade-sygeplejersker-slippe-topskat
3,/search?q=related:https://www.dr.dk/nyheder/politik/taenketanken-cepos-vil-lade-sygeplejersker-slippe-topskat&sa=X&ved=2ahUKEwiM6bLwlsf5AhXoVvEDHUyWAI0QH3oECAkQCQ
4,https://www.dr.dk/nyheder/regionale/sjaelland/dansk-sygeplejeraad-mange-lignende-situationer-paa-danske-sygehuse
5,https://www.dr.dk/nyheder/regionale/sjaelland/pressede-sygeplejersker-i-koege-naar-ikke-vaske-haender
6,/search?q=related:https://www.dr.dk/nyheder/regionale/sjaelland/pressede-sygeplejersker-i-koege-naar-ikke-vaske-haender&sa=X&ved=2ahUKEwiM6bLwlsf5AhXoVvEDHUyWAI0QH3oECAMQCQ
7,https://www.dr.dk/nyheder/regionale/oestjylland/region-sygehuspersonalet-slipper-fri-i-ny-sparerunde
8,https://www.dr.dk/nyheder/udland/borgerservice-danskere-i-thailand-skal-vaere-forsigtige
9,https://www.dr.dk/nyheder/politik/la-fastholder-valgtrusler-eller-lavere-topskat
10,/search?q=related:https://www.dr.dk/nyheder/politik/la-fastholder-valgtrusler-eller-lavere-topskat&sa=X&ved=2ahUKEwiM6bLwlsf5AhXoVvEDHUyWAI0QH3oECAYQCQ
11,https://www.dr.dk/nyheder/indland/stort-pres-paa-akutafdeling-i-randers-udskyder-pleje-og-ordinering-af-medicin
12,/search?q=related:https://www.dr.dk/nyheder/indland/stort-pres-paa-akutafdeling-i-randers-udskyder-pleje-og-ordinering-af-medicin&sa=X&ved=2ahUKEwiM6bLwlsf5AhXoVvEDHUyWAI0QH3oECBoQCQ
13,https://www.dr.dk/nyheder/politik/regeringen-danmark-skal-fjerne-kemiske-vaaben-i-libyen
14,/search?q=related:https://www.dr.dk/nyheder/politik/regeringen-danmark-skal-fjerne-kemiske-vaaben-i-libyen&sa=X&ved=2ahUKEwiM6bLwlsf5AhXoVvEDHUyWAI0QH3oECB4QCQ
30,https://www.dr.dk/nyheder/politik/video-et-alternativt-sommergruppemoede
31,/search?biw=1036&bih=670&q=related:https://www.dr.dk/nyheder/politik/video-et-alternativt-sommergruppemoede&sa=X&ved=2ahUKEwjuuI3xlsf5AhWVVfEDHdTBCjA4ChAfegQIAhAJ
