,links
0,https://www.dr.dk/nyheder/regionale/syd/stort-alkohol-og-medicinmisbrug-i-sundhedsvaesnet
1,/search?q=related:https://www.dr.dk/nyheder/regionale/syd/stort-alkohol-og-medicinmisbrug-i-sundhedsvaesnet&sa=X&ved=2ahUKEwizkrKNk8f5AhX8YPEDHdC8Aa4QH3oECAUQCQ
2,https://www.dr.dk/nyheder/indland/toerken-breder-sig-flere-kommuner-forbyder-aaben-ild
3,https://www.dr.dk/nyheder/politik/minister-lavere-skat-skal-vaere-gulerod-selvstaendige
4,/search?q=related:https://www.dr.dk/nyheder/politik/minister-lavere-skat-skal-vaere-gulerod-selvstaendige&sa=X&ved=2ahUKEwizkrKNk8f5AhX8YPEDHdC8Aa4QH3oECAcQCQ
5,https://www.dr.dk/nyheder/udland/forsker-palaestinensere-og-israelere-har-brug-konflikten
6,https://www.dr.dk/nyheder/regionale/syd/naar-misbruget-tager-styringen
7,https://www.dr.dk/nyheder/politik/sundhedsministeren-vil-have-patienter-til-klage-mere
8,https://www.dr.dk/nyheder/vejret/vejrkort-foerst-varme-senere-skybryd
9,https://www.dr.dk/nyheder/indland/tillykke-med-foedselsdagen-folkeskolen-fylder-200-aar
10,https://www.dr.dk/Nyheder/Billedserier/2014/07/26153317.htm?focusId=3088821
11,https://www.dr.dk/nyheder/politik/professor-stoejberg-har-faaet-flere-ting-galt-i-halsen
24,https://www.dr.dk/Nyheder/Billedserier/2014/07/30101506.htm?focusId=3511015
25,https://www.dr.dk/Nyheder/Billedserier/2014/07/11105037.htm?focusId=2960283
26,https://www.dr.dk/nyheder/udland/somalias-praesidentpalads-er-under-angreb
27,https://www.dr.dk/Nyheder/Billedserier/2014/07/25080222.htm?focusId=4072342
28,https://www.dr.dk/nyheder/udland/gazas-vigtigste-hospital-ramt-af-bombardementer
29,https://www.dr.dk/nyheder/billedserier/2014/07/08193423.htm?focusId=4189375
30,https://www.dr.dk/nyheder/udland/efter-aar-paa-en-ambassade-assange-kan-vaere-en-fri-mand-om-12-dage
31,https://www.dr.dk/nyheder/regionale/midtvest/viborg-procedurer-strammes-efter-bortloebne-boern
32,https://www.dr.dk/nyheder/regionale/fyn/syltet-lystbaadehavn-ender-nu-paa-miljoeministerens-bord
33,https://www.dr.dk/nyheder/indland/video-er-fun-park-fyn-danmarks-uhyggeligste-forladte-forlystelsespark
34,/search?biw=1036&bih=670&q=related:https://www.dr.dk/nyheder/indland/video-er-fun-park-fyn-danmarks-uhyggeligste-forladte-forlystelsespark&sa=X&ved=2ahUKEwi-74qOk8f5AhVAX_EDHV8-AEA4ChAfegQIExAJ
58,https://www.dr.dk/nyheder/regionale/syd/sygeplejersker-er-bedre-end-laeger-til-kikkertundersoegelser
59,https://www.dr.dk/nyheder/dr-min-sommer-med-brugerne-rundt-i-naturen
60,https://www.dr.dk/nyheder/politik/regeringen-vil-give-kronisk-syge-egen-sygeplejerske
61,https://www.dr.dk/nyheder/tema/2014/krop/artikler/09150912_1.htm?focusId=4169381
62,https://www.dr.dk/nyheder/tema/2014/krop/artikler/09150920.htm
63,https://www.dr.dk/nyheder/regionale/oestjylland/specialsygeplejersker-skal-hjaelpe-mrsa-smittede
64,https://www.dr.dk/nyheder/politik/regeringen-vil-hjaelpe-kronisk-syge-med-milliard-pakke
65,https://www.dr.dk/nyheder/politik/sf-vil-have-flere-paedagoger-til-boernene
66,https://www.dr.dk/nyheder/indland/den-saakaldte-weekendeffekt-koster-liv-paa-hospitalerne
67,https://www.dr.dk/nyheder/indland/minister-kraever-redegoerelse-om-weekendeffekt-paa-sygehusene
101,https://www.dr.dk/nyheder/politik/regeringen-vil-tillade-apoteker-paa-sygehusene
102,https://www.dr.dk/nyheder/udland/dansk-ekspert-giv-smittede-afrikanere-utestet-ebola-serum
103,https://www.dr.dk/nyheder/billedserier/2014/08/07093625.htm?focusId=4174958
104,https://www.dr.dk/nyheder/udland/mistanke-om-ebola-i-berlin
105,https://www.dr.dk/nyheder/udland/foerste-tilfaelde-af-ebola-rammer-senegal
106,https://www.dr.dk/nyheder/politik/fagforbundet-3f-traekker-stoetten-til-roed-blok
107,https://www.dr.dk/nyheder/billedserier/2014/08/17111746.htm?focusId=3047689
108,https://www.dr.dk/Nyheder/Tema/2014/Krop/Artikler/07103555_1.htm?focusId=3523140
109,https://www.dr.dk/nyheder/indland/oekologiske-frugtavlere-faar-erstatning-sproejtegift
110,https://www.dr.dk/nyheder/indland/12-danskere-doede-af-bakterie-i-rullepoelse
111,/search?biw=1036&bih=670&q=related:https://www.dr.dk/nyheder/indland/12-danskere-doede-af-bakterie-i-rullepoelse&sa=X&ved=2ahUKEwisze2Vk8f5AhVkQ_EDHcbuBeM4ChAfegQIExAJ
156,https://www.dr.dk/nyheder/indland/sygeplejersker-antallet-af-fejl-er-uacceptabelt
157,https://www.dr.dk/nyheder/indland/laeger-og-sygeplejersker-bliver-utrygge-naar-de-selv-er-i-behandling
158,https://www.dr.dk/nyheder/indland/regionsformand-vi-skal-lytte-mere-til-patienterne
159,https://www.dr.dk/nyheder/indland/fakta-saadan-er-de-nye-regler-adgang-til-statsborgerskab
160,/search?q=related:https://www.dr.dk/nyheder/indland/fakta-saadan-er-de-nye-regler-adgang-til-statsborgerskab&sa=X&ved=2ahUKEwi-7aqdk8f5AhVfVvEDHZTdDasQH3oECAgQCQ
161,https://www.dr.dk/nyheder/regionale/trekanten/sygehuspersonale-skal-tale-klart-og-forstaaeligt
162,https://www.dr.dk/nyheder/politik/laeger-uden-graenser-om-ebola-indsats-vesten-glemmer-afrika
163,https://www.dr.dk/nyheder/billeder-panda-trillinger-faar-deres-foerste-syn-paa-verden
164,https://www.dr.dk/nyheder/regionale/sjaelland/nato-oever-storcenterterror
165,https://www.dr.dk/nyheder/indland/topchefer-forlader-sundhedsstyrelsen-efter-kritik
166,https://www.dr.dk/nyheder/indland/politiet-ophaever-afspaerringer-ved-christiansborg
222,https://www.dr.dk/nyheder/regionale/syd/teenagere-med-soevnmangel-vi-spiller-fifa-og-ser-film-om-natten
223,https://www.dr.dk/nyheder/indland/politiet-beretter-om-fredeligt-fodboldderby-fem-anholdt
224,https://www.dr.dk/nyheder/politik/tirsdag-gennemfoerte-thorning-regeringens-syvende-rokade
