,links
0,https://www.dr.dk/nyheder/indland/din-mening-er-det-ok-sygeplejersker-tager-vagtlaegens-telefon
1,https://www.dr.dk/nyheder/regionale/syd/faerre-sygeplejersker-redder-sosu-assistenter-i-esbjerg
2,https://www.dr.dk/nyheder/viden/nye-stjerner-foedes
3,https://www.dr.dk/nyheder/viden/naturvidenskab/kendt-professor-stemplet-som-videnskabeligt-uredelig
4,https://www.dr.dk/nyheder/penge/kontant/2013/12/02140128.htm?focusId=4286180
5,https://www.dr.dk/nyheder/viden/tech/manden-med-robotarmen
6,/search?q=related:https://www.dr.dk/nyheder/viden/tech/manden-med-robotarmen&sa=X&ved=2ahUKEwil5NLZkMf5AhVUIMUKHfjDDEsQH3oECAkQCQ
7,https://www.dr.dk/nyheder/indland/eksperter-her-er-buddet-paa-en-ny-pet-chef
8,https://www.dr.dk/Nyheder/Billedserier/2013/12/19103007.htm?focusId=3518391
9,https://www.dr.dk/nyheder/regionale/oestjylland/over-160-udsatte-unge-faar-fritidsjob
10,https://www.dr.dk/nyheder/kultur/kulturklubber/opgave-kan-du-illustrere-dit-online-liv
22,https://www.dr.dk/nyheder/politik/df-resten-af-ledelsen-i-pet-boer-traekke-sig
23,https://www.dr.dk/nyheder/regionale/trekanten/lang-tur-med-tandpine
24,https://www.dr.dk/nyheder/regionale/bornholm/service-der-lukkes-varmen-i-roenne
25,https://www.dr.dk/nyheder/regionale/midtvest/mange-har-allerede-booket-sommerhus-til-naeste-saeson
26,https://www.dr.dk/nyheder/regionale/oestjylland/oversvoemmelser-lukker-flere-veje-i-randers
27,https://www.dr.dk/nyheder/indland/liveblog-politi-ingen-problemer-paa-sluseholmen-og-busser-kan-hente-1500
28,https://www.dr.dk/nyheder/regionale/nordjylland/der-er-brug-19000-nye-boliger-i-nordjylland
29,https://www.dr.dk/nyheder/vejret/video-fredag-byder-paa-sne-glatte-veje-og-kraftige-vindstoed
30,https://www.dr.dk/nyheder/regionale/oestjylland/madrouletten-snurrer-et-maaltid-og-nye-venner
31,https://www.dr.dk/nyheder/events/live/2014/12/09110448.htm?focusId=3107331
53,https://www.dr.dk/nyheder/regionale/midtvest/danske-vindmoeller-saetter-ny-verdensrekord
54,https://www.dr.dk/nyheder/indland/region-erkender-underbemanding-paa-akuttelefon
55,https://www.dr.dk/Nyheder/Artikler/2014/01/09/114209.htm?focusId=2981736
56,https://www.dr.dk/nyheder/indland/seksualkampagne-boern-starter-nu-i-0-klasse
57,https://www.dr.dk/nyheder/indland/faerre-hopper-paa-cyklen-undtagen-i-storbyerne
58,https://www.dr.dk/nyheder/vejret/weekendvejret-solkig-i-baade-oest-og-vest
59,https://www.dr.dk/nyheder/indland/politiklagemyndighed-vi-vil-se-mobilvideo-af-politiskud
60,https://www.dr.dk/nyheder/regionale/sjaelland/dom-over-60-aarig-paedagog-i-holbaek-i-dag
61,https://www.dr.dk/nyheder/vejret/fakta-derfor-opleves-kulden-meget-koldere
62,https://www.dr.dk/nyheder/udland/professor-om-syrien-billeder-det-ligner-hitler-eller-pol-pots-vaerk
94,https://www.dr.dk/nyheder/politik/video-her-afleveres-194022-underskrifter-mod-dong-salg
96,https://www.dr.dk/nyheder/indland/umuligt-komme-igennem-paa-ny-akuttelefon
97,https://www.dr.dk/nyheder/penge/kontant/2014/01/21103837.htm?focusId=4167607
98,https://www.dr.dk/nyheder/indland/netvaerket-om-robotter-har-vi-skrevet-empatien-ud-af-velfaerden
99,https://www.dr.dk/nyheder/billedserier/2014/01/04214109.htm?focusId=4126564
100,https://www.dr.dk/nyheder/regionale/midtvest/dato-fiskeriforhandlinger-skaber-ny-frustration
101,https://www.dr.dk/nyheder/vejret/varme-og-regnbyger-fylder-tirsdagen
102,https://www.dr.dk/nyheder/politik/regeringens-akutjob-har-kun-hjulpet-321-langtidsledige
103,https://www.dr.dk/nyheder/regionale/oestjylland/en-personlig-traener-er-blevet-et-hit
104,/search?biw=1036&bih=670&q=related:https://www.dr.dk/nyheder/regionale/oestjylland/en-personlig-traener-er-blevet-et-hit&sa=X&ved=2ahUKEwif3YDikMf5AhUEt6QKHTM2AMY4ChAfegQIERAJ
105,https://www.dr.dk/nyheder/indland/300-landmaend-samles-om-frygtet-ko-sygdom
106,/search?biw=1036&bih=670&q=related:https://www.dr.dk/nyheder/indland/300-landmaend-samles-om-frygtet-ko-sygdom&sa=X&ved=2ahUKEwif3YDikMf5AhUEt6QKHTM2AMY4ChAfegQIExAJ
151,https://www.dr.dk/nyheder/indland/hospitalerne-er-daarlige-til-laere-af-deres-fejl
152,https://www.dr.dk/nyheder/regionale/fyn/sygeplejersker-kan-vaelge-og-vrage-mellem-jobtilbud
153,https://www.dr.dk/nyheder/regionale/oestjylland/gentagne-nedbrud-i-sygehuses-journalsystem-er-til-fare-patienter
154,https://www.dr.dk/nyheder/udland/video-dr-i-kijev-personale-i-lighus-bryder-ud-i-sang-og-graad
155,https://www.dr.dk/nyheder/regionale/hovedstadsomraadet/ventetiden-paa-akuttelefonen-fortsaetter-med-stige
156,https://www.dr.dk/nyheder/indland/laege-om-medicinering-af-fanger-det-boer-en-faengselsbetjent-ikke-goere
157,https://www.dr.dk/nyheder/kultur/headhuntet-paa-twitter-sandie-drages-af-udlevere-sig-selv
158,/search?q=related:https://www.dr.dk/nyheder/kultur/headhuntet-paa-twitter-sandie-drages-af-udlevere-sig-selv&sa=X&ved=2ahUKEwihkf3qkMf5AhXmMuwKHYkWC4IQH3oECAYQCQ
159,https://www.dr.dk/nyheder/indland/faengselsbetjente-frygter-fejlmedicinere-fanger
160,https://www.dr.dk/nyheder/politik/enhedslisten-laererne-betaler-prisen-reform
161,https://www.dr.dk/nyheder/vejret/weekenden-vil-dufte-af-foraar
217,https://www.dr.dk/nyheder/regionale/syd/faerre-syrere-vil-til-danmark
218,https://www.dr.dk/nyheder/kultur/film/dokumentar-om-belgiske-drukkenbolte-er-tragihyggelig
219,https://www.dr.dk/nyheder/indland/bandeleder-faar-otte-aar-drabsforsoeg-paa-bandidos
220,https://www.dr.dk/nyheder/regionale/sjaelland/nu-kan-voldtaegtsofre-faa-hjaelp-i-hele-landet
221,https://www.dr.dk/nyheder/udland/ny-massakre-i-nigeria-bevaebnede-islamister-draeber-47
222,https://www.dr.dk/nyheder/udland/tre-maskerede-maend-likviderer-journalist-i-ukraine
223,https://www.dr.dk/nyheder/billedserier/2014/02/18123233.htm?focusId=3965053
224,https://www.dr.dk/nyheder/penge/oekonom-thornings-boligoptimisme-holder-ikke
225,https://www.dr.dk/nyheder/indland/fangevogteren-nicklas-i-dr3-eksperiment-ondskaben-er-i-os-alle
226,/search?biw=1036&bih=670&q=related:https://www.dr.dk/nyheder/indland/fangevogteren-nicklas-i-dr3-eksperiment-ondskaben-er-i-os-alle&sa=X&ved=2ahUKEwid9cnrkMf5AhXLxqQKHbmwBeI4ChAfegQIEBAJ
227,https://www.dr.dk/Nyheder/Billedserier/2014/02/122538.htm?focusId=3544046
294,https://www.dr.dk/nyheder/artikler/2014/03/02/163347.htm?focusId=4187330
295,https://www.dr.dk/nyheder/billedserier/2014/03/05144138.htm?focusId=4072318
296,https://www.dr.dk/nyheder/artikler/2014/03/02/163347.htm?focusId=3884849
