,links
0,https://www.dr.dk/nyheder/regionale/nordjylland/haard-kritik-af-nye-sygeplejersker-de-laerer-ikke-haandvaerket
1,https://www.dr.dk/nyheder/indland/sygeplejersker-skal-bygge-bro-patienter-som-bo-det-er-tid-til-goere-noget
2,https://www.dr.dk/nyheder/indland/skaerpet-fokus-kommende-sygeplejersker-skal-laere-haandtere-risikabel-medicin
3,https://www.dr.dk/nyheder/politik/efterretningstjeneste-oplever-stor-trussel-cyberangreb-kan-laegge-samfundet-ned
4,https://www.dr.dk/nyheder/tema/tildaekningsforbud
5,https://www.dr.dk/nyheder/politik/regeringen-vil-barbere-18-timer-af-skoleskemaet-hver-uge
6,https://www.dr.dk/nyheder/regionale/sjaelland/patient-doede-efter-medicineringsfejl-kan-skyldes-fejl-i-udskaeldt-it
7,https://www.dr.dk/nyheder/nyt-forskningsprojekt-skal-vise-paalideligheden-af-lyntest?focusId=4072318
8,https://www.dr.dk/nyheder/regionale/hovedstadsomraadet/flere-problemer-med-omdiskuteret-sundhedsplatform-kan-stadig
9,https://www.dr.dk/nyheder/indland/anklager-dansk-terrornetvaerk-har-sendt-dronedele-til-i-aarevis
20,https://www.dr.dk/nyheder/indland/foraeldre-optimistiske-over-nyt-skoleforslag
21,https://www.dr.dk/nyheder/udland/iraker-mistaenkt-drab-i-chemnitz-burde-have-vaeret-udvist-aar-siden
22,https://www.dr.dk/nyheder/indland/gronlands-regering-i-oplosning-partii-naleraq-forlader-koalition
23,https://www.dr.dk/nyheder/regionale/sjaelland/mogens-vaagnede-op-til-14-hovedloese-duer-det-er-ikke-drengestreger
24,https://www.dr.dk/nyheder/tema/tibet-sagen
25,/search?biw=1036&bih=670&q=related:https://www.dr.dk/nyheder/tema/tibet-sagen&sa=X&ved=2ahUKEwjTlZyDmcf5AhXlQ_EDHTgnAQE4ChAfegQIDhAJ
26,https://www.dr.dk/nyheder/penge/danske-bank-vi-er-ikke-i-stand-til-afgoere-det-praecise-omfang-af-hvidvask
27,https://www.dr.dk/nyheder/udland/kina-beskylder-svenske-svt-kraenkelse-og-racisme
28,https://www.dr.dk/nyheder/viden/kroppen/populaer-gigtpille-fordobler-risikoen-blodprop-i-hjertet
29,https://www.dr.dk/nyheder/tema/udrejsecenter-pa-lindholm
30,https://www.dr.dk/nyheder/viden/klima/klaedt-paa-til-technofest-ny-neonfarvet-fisk-opdaget-i-dybet
52,https://www.dr.dk/nyheder/politik/socialdemokratiet-gaar-til-valg-paa-ansaette-1000-flere-sygeplejersker
53,https://www.dr.dk/nyheder/politik/s-vi-har-aldrig-sagt-vi-kan-finde-1000-ledige-sygeplejersker
54,https://www.dr.dk/nyheder/politik/socialdemokratisk-sygeplejerske-loefte-moeder-virkeligheden-det-har-ikke-realisme
55,https://www.dr.dk/nyheder/indland/sygeplejersker-om-s-loefte-til-sygehuse-vi-vil-have-tid-til-naervaer
56,https://www.dr.dk/nyheder/regionale/nordjylland/sygehusledelse-vi-savner-erfarne-sygeplejersker-blandt-ansoegerne
57,https://www.dr.dk/nyheder/regionale/syd/sygeplejersker-truet-og-stalket-af-patienter-37-har-faaet-nyt-navneskilt-uden
58,https://www.dr.dk/nyheder/regionale/oestjylland/flere-udskrives-inden-faerdigbehandling-sygeplejersker-bliver-uddannet
59,https://www.dr.dk/nyheder/regionale/syd/sygeplejersker-truet-og-stalket-af-patienter-nu-kan-de-skjule-deres-efternavn
60,https://www.dr.dk/nyheder/regionale/nordjylland/ny-uddannelse-sygeplejersker-kan-vaere-med-til-afhjaelpe-laegemanglen
61,https://www.dr.dk/nyheder/regionale/sjaelland/sygeplejerske-siger-op-paa-grund-af-sundhedsplatformen-kroppen-begynder
93,https://www.dr.dk/nyheder/regionale/syd/sygeplejersker-skjuler-deres-efternavn-frygter-trusler-og-chikane
95,https://www.dr.dk/nyheder/regionale/syd/politikere-blander-sig-i-navneskiltesag-de-ansatte-maa-selv-bestemme
96,https://www.dr.dk/nyheder/regionale/oestjylland/pressede-afdelinger-har-svaert-ved-lokke-erfarne-sygeplejersker-til
97,https://www.dr.dk/nyheder/udland/tysk-sygeplejerske-tilstaar-i-retten-draebte-100-patienter
98,https://www.dr.dk/nyheder/regionale/trekanten/efter-international-influenza-krise-nu-faar-laeger-og-sygeplejersker
99,https://www.dr.dk/nyheder/regionale/sjaelland/over-300-staar-til-miste-jobbet-paa-sygehuse-i-region-sjaelland
100,https://www.dr.dk/nyheder/regionale/sjaelland/patienter-utrygge-ved-fyringer-paa-sygehuse-personalet-loeber-staerkt
101,https://www.dr.dk/nyheder/politik/socialdemokratiet-vil-tvinge-nyuddannede-til-vaere-praktiserende-laeger
102,https://www.dr.dk/nyheder/indland/detkuhavaeretmig-minister-vil-have-ledelse-til-tage-ansvar-laegefejl
103,https://www.dr.dk/nyheder/politik/s-forsoger-blode-omstridt-dagpengeforslag-op
147,https://www.dr.dk/nyheder/regionale/midtvest/potentielt-velfaerdproblem-professor-advarer-om-sygeplejersker-paa-deltid
148,https://www.dr.dk/nyheder/regionale/oestjylland/markant-koensforskel-mandlige-sygeplejersker-vaelger-fuldtidsjob
149,https://www.dr.dk/nyheder/regionale/nordjylland/nej-til-nattevagter-sygeplejersker-vil-arbejde-8-16
150,https://www.dr.dk/nyheder/indland/faktatjek-koster-regeringens-politik-1000-sygeplejersker-jobbet-i-2025
151,https://www.dr.dk/nyheder/indland/fortravlede-sygehuse-faar-paabud-stigende-overbelaegning-og-mangel-paa
152,https://www.dr.dk/nyheder/indland/kemo-og-saarbehandling-uden-hospitalet-kommuner-opruster-med-sygeplejersker
153,https://www.dr.dk/nyheder/regionale/hovedstadsomraadet/ny-ordning-patienter-inddrages-under-vagtoverlevering
154,https://www.dr.dk/nyheder/regionale/oestjylland/fuldtidspolitik-paa-sygehuse-fejler-paa-fem-aar-er-naesten-lige-saa
155,https://www.dr.dk/nyheder/regionale/syd/bandekrig-presser-skadestue-sygeplejersker-er-utrygge-og-gaar-med
208,https://www.dr.dk/nyheder/indland/sygeplejen-er-rykket-taettere-paa-svend-aage-jeg-koerer-400-meter-i-min-koerestol-og
209,https://www.dr.dk/nyheder/regionale/sjaelland/dansk-sygeplejeraad-alarmerende-der-ikke-bliver-lyttet-til
210,https://www.dr.dk/nyheder/regionale/sjaelland/stor-fyringrunde-i-gang-i-region-sjaelland-folk-er-nervoese-og
211,https://www.dr.dk/nyheder/regionale/oestjylland/undersoegelse-kritiserer-sygehus-deltidsansatte-en-daarlig-forretning
212,https://www.dr.dk/nyheder/tema/besparelserne-pa-aarhus-universitetshospital
213,https://www.dr.dk/nyheder/udland/midtvejsvalg/demokraterne-vinder-flertallet-i-repraesentanternes-hus
214,https://www.dr.dk/nyheder/regionale/sjaelland/flere-patienter-i-region-sjaelland-bliver-sendt-paa-privathospital-efter
215,https://www.dr.dk/nyheder/regionale/oestjylland/kan-du-stikke-dig-selv-kom-hurtigere-hjem-fra-hospitalsgangen
216,https://www.dr.dk/nyheder/regionale/syd/46-kilo-tung-sten-kvaestede-dansk-kvinde-ved-motorvejsbro-saadan-har-sagen
217,https://www.dr.dk/nyheder/regionale/sjaelland/styrelse-aabner-tilsynssag-paa-sygehus
283,https://www.dr.dk/nyheder/indland/sygepleje-vikarer-myldrer-ind-paa-hospitalerne
284,https://www.dr.dk/nyheder/indland/regioner-om-flere-sygepleje-vikarer-opgoer-med-deltidskultur-er-noedvendigt
285,https://www.dr.dk/nyheder/regionale/sjaelland/sygeplejersken-anja-sagde-op-i-protest-der-bliver-traadt-paa-min
286,https://www.dr.dk/nyheder/regionale/syd/fjernbetjeninger-forsvinder-fra-sygehus-sygeplejersker-bruger-kostbar-tid-paa
363,https://www.dr.dk/nyheder/indland/eva-kristensen-er-fast-vikar-og-lykkelig-jeg-kan-vaelge-og-vrage-hvor-jeg-vil
365,https://www.dr.dk/nyheder/regionale/syd/karen-margrethe-skjuler-sit-efternavn-flere-end-200-ansatte-paa-sygehus-er
366,https://www.dr.dk/nyheder/indland/politiet-fortsaetter-jagt-paa-illum-roevere
368,https://www.dr.dk/nyheder/regionale/syd/frivillige-fejrede-jul-indlagte-vibeke-i-aar-soerger-hun-nytaarsfest
369,https://www.dr.dk/nyheder/politik/kontanthjaelpsloftet-rammer-kvinder-haardest
370,/search?biw=1036&bih=670&q=related:https://www.dr.dk/nyheder/politik/kontanthjaelpsloftet-rammer-kvinder-haardest&sa=X&ved=2ahUKEwjJotGdmcf5AhXTXvEDHbRZBVQ4ChAfegQIEBAJ
372,https://www.dr.dk/nyheder/regionale/hovedstadsomraadet/25-aar-med-sundhedsplatformen-kun-tre-ud-af-ti-brugere-er
456,https://www.dr.dk/nyheder/politik/regeringen-vil-uddanne-2000-flere-sygeplejersker-men-der-skal-stadig-spares
457,https://www.dr.dk/nyheder/tema/sundhedsreform
458,https://www.dr.dk/nyheder/politik/regeringen-vil-sikre-flere-praktiserende-laeger-og-flere-sygeplejersker-paa-fuld-tid
459,https://www.dr.dk/nyheder/regionale/oestjylland/nye-sygeplejersker-i-hoej-kurs-professionshoejskole-klar-til-uddanne
460,https://www.dr.dk/nyheder/penge/laeger-og-sygeplejersker-tager-godt-imod-sundhedsudspil
461,https://www.dr.dk/nyheder/politik/loekkes-sundhedsreform-ny-milliardfond-flere-sygeplejersker-og-nyt-laegevagtnummer
465,https://www.dr.dk/nyheder/penge/sygepleje-studerende-frygter-regeringen-glemmer-penge-til-flere-undervisere
559,https://www.dr.dk/nyheder/politik/oppositionen-om-sundhedsudspil-kan-regeringen-ikke-se-der-kommer-mere-bureaukrati
560,https://www.dr.dk/nyheder/regionale/nordjylland/rygere-sygeplejersker-og-tandlaeger-kan-goere-en-forskel
561,https://www.dr.dk/nyheder/politik/skarp-kritik-af-regeringen-hoejere-boeder-cigaretsalg-til-unge-hjaelper-intet-uden
562,https://www.dr.dk/nyheder/indland/cigaretsalget-falder-i-netto-men-flere-skal-skjule-dem-foer-det-virker
563,https://www.dr.dk/nyheder/indland/27-millioner-seere-saa-danmark-banke-norge?focusId=4275947
565,https://www.dr.dk/nyheder/regionale/hovedstadsomraadet/sundhedsudspil-kvart-million-koebenhavnere-risikerer-faa-nyt
566,https://www.dr.dk/nyheder/indland/cigaretten-paa-100-aar-fra-nervedaempende-under-verdenskrig-til-naesten-normalt-i
567,https://www.dr.dk/nyheder/politik/naesten-hver-tredje-ung-ryger-vil-doe-af-rygning
568,https://www.dr.dk/nyheder/indland/peter-qvortrup-geisling-indsats-mod-rygning-ligger-hos-politikerne
674,https://www.dr.dk/nyheder/regionale/trekanten/sygeplejersker-smider-den-hvide-uniform-den-er-gennemsigtig-i-modlys
675,https://www.dr.dk/nyheder/regionale/syd/sygeplejersker-dropper-den-hvide-uniform-vi-skulle-taenke-over-hvilke-trusser
677,https://www.dr.dk/nyheder/politik/sundhedsreform-rapport-saar-tvivl-om-loekkes-vestjyske-forbillede
795,https://www.dr.dk/nyheder/politik/man-skal-kunne-forstaa-hvad-laegen-siger-regeringen-vil-stille-krav-til-laeger-fra
796,https://www.dr.dk/nyheder/regionale/fyn/65-aarige-inger-er-gaaet-lidt-paa-pension-og-det-hjaelper-kollegerne
797,https://www.dr.dk/nyheder/regionale/sjaelland/dansk-sygeplejeraad-mange-lignende-situationer-paa-danske-sygehuse
798,https://www.dr.dk/nyheder/indland/udenlandske-laeger-nu-i-flertal-paa-flere-afdelinger-paa-danske-sygehuse
799,https://www.dr.dk/nyheder/kultur/tema/horer-du-hjemme-i-dit-faellesskab
800,https://www.dr.dk/nyheder/indland/medicinfejl-og-daarlig-hygiejne-arbejdspres-har-konsekvenser-paa-hospitaler-landet
801,/search?biw=1036&bih=670&q=related:https://www.dr.dk/nyheder/indland/medicinfejl-og-daarlig-hygiejne-arbejdspres-har-konsekvenser-paa-hospitaler-landet&sa=X&ved=2ahUKEwjDz72vmcf5AhVcVfEDHRPJA7E4ChAfegQIEBAJ
802,https://www.dr.dk/nyheder/indland/ud-af-tre-voksne-tjekker-ikke-deres-pension
804,https://www.dr.dk/nyheder/kultur/tema/i-krig-med-kroppen
805,https://www.dr.dk/nyheder/se-videoen-det-faar-vi-106-millioner-kroner-om-aaret?focusId=3690172
931,https://www.dr.dk/nyheder/politik/5-ting-i-sundhedsreformen-du-skal-bide-maerke-i
932,https://www.dr.dk/nyheder/politik/regeringen-og-df-enige-styrker-det-naere-sundhedsvaesen-med-85-mia
933,https://www.dr.dk/nyheder/politik/efter-flere-maaneders-tovtraekkeri-nu-praesenteres-aftale-om-sundhedsreform
934,https://www.dr.dk/nyheder/regionale/syd/braendt-menneskekoed-forgifter-sygeplejersker-hver-dag
935,https://www.dr.dk/nyheder/regionale/hovedstadsomraadet/syge-borgere-slipper-turen-til-hospitalet-her-koerer
938,https://www.dr.dk/nyheder/islaendinge-sender-kaempe-firhjulstraekker-af-aluminium-paa-gaden
939,https://www.dr.dk/nyheder/viden/tema/maden-mellem-os
1074,https://www.dr.dk/nyheder/politik/elevraad-siger-undskyld-til-minister-efter-luder-raab-pinligt-og-skuffende
1075,https://www.dr.dk/nyheder/politik/ligestillingsminister-gar-ind-lov-om-samtykke-sex
1076,https://www.dr.dk/nyheder/udland/familie-til-mand-mistaenkt-moskedrab-hjaelper-politiet
1077,https://www.dr.dk/nyheder/tema/den-store-skattelaek
1078,/search?biw=1036&bih=670&q=related:https://www.dr.dk/nyheder/tema/den-store-skattelaek&sa=X&ved=2ahUKEwiLraO4mcf5AhVUVfEDHV97Bq84ChAfegQIAxAJ
1079,https://www.dr.dk/nyheder/politik/loekkegaard-ser-frem-til-bruxelles-det-er-en-forfremmelse
1080,https://www.dr.dk/nyheder/viden/kroppen/influenza-kan-vaere-mere-doedelig-end-maeslinger-hvornaar-kommer-der-en-bedre
1081,https://www.dr.dk/nyheder/udland/overblik-det-ved-vi-om-terrorangrebet-i-new-zealand
1082,https://www.dr.dk/nyheder/indland/14-personer-sigtet-dele-marokko-video
1083,https://www.dr.dk/nyheder/politik/konservative-kommer-styrket-ud-vurderer-politisk-redaktoer
1084,https://www.dr.dk/nyheder/indland/faengsling-af-aarhusianer-og-16-aarig-forlaenges-i-kundbysag
1230,https://www.dr.dk/nyheder/politik/dansk-sygeplejeraad-til-valfartende-sygeplejersker-bliv-nu-i-danmark
1231,https://www.dr.dk/nyheder/politik/baade-loekke-og-frederiksen-jagter-1000-sygeplejersker-norge-ansaetter-danske-i-stor
1232,https://www.dr.dk/nyheder/indland/massiv-mangel-paa-sygeplejersker-1030-ubesatte-job-paa-halvt-aar
