,links
0,https://www.dr.dk/nyheder/tema/sygeplejerske-konflikt
1,https://www.dr.dk/nyheder/indland/sygeplejersker-varsler-strejke-midt-i-coronakrisen-der-er-en-bitterhed-der-er-en
2,https://www.dr.dk/nyheder/penge/sygehusstrejke-truer-faa-overblik-over-forhandlingerne-her
3,https://www.dr.dk/nyheder/penge/sygeplejersker-sagde-nej-til-overenskomst-saa-meget-tjener-de-i-forhold-til-andre-fag
4,https://cepos.dk/debat/hvad-tjener-en-sygeplejerske/
5,/search?q=Hvad+tjener+en+sygeplejerske+i+2021%3F&sa=X&ved=2ahUKEwi9_oWxnsf5AhXyBBAIHSDwAAIQzmd6BAghEAU
6,https://www.dr.dk/nyheder/penge/oekonom-skal-kvindefag-loeftes-til-samme-loenniveau-som-mandefag-vil-det-skabe-en
7,/search?q=Hvad+vil+det+koste+at+give+sygeplejersker+mere+i+l%C3%B8n%3F&sa=X&ved=2ahUKEwi9_oWxnsf5AhXyBBAIHSDwAAIQzmd6BAgiEAU
8,https://www.information.dk/debat/2021/11/overlaege-giv-sygeplejerskerne-loen-fortjener
9,/search?q=Hvor+meget+er+sygeplejersker+steget+i+l%C3%B8n%3F&sa=X&ved=2ahUKEwi9_oWxnsf5AhXyBBAIHSDwAAIQzmd6BAgjEAU
10,https://www.tv2fyn.dk/fyn/sygeplejersker-faar-mere-i-loen-end-socialraadgivere-sosuer-og-paedagoger-derfor-vil-de-have-hoejere-indkomst
11,/search?q=Hvad+tjener+en+sygeplejerske+tv2%3F&sa=X&ved=2ahUKEwi9_oWxnsf5AhXyBBAIHSDwAAIQzmd6BAggEAU
12,#
13,https://www.dr.dk/nyheder/penge/konflikt-paa-sygehuse-truer-sygeplejersker-sender-strejkevarsel
14,https://www.dr.dk/nyheder/penge/saadan-kan-sygeplejerskernes-strejke-ramme-risiko-laengere-ventetid-til-ny-hofte
15,https://www.dr.dk/nyheder/seneste/sygeplejersker-varsler-strejke-efter-nej-til-overenskomst
16,https://www.dr.dk/nyheder/penge/uventet-overenskomsthjaelp-til-sygeplejerskerne-flere-partier-vil-loefte-kvindefag-ud
17,https://www.dr.dk/nyheder/penge/sygeplejersker-klar-til-strejke-men-ogsaa-paedagoger-sosuer-og-bioanalytikere-vil-tage
38,https://www.dr.dk/nyheder/regionale/nordjylland/akut-mangel-paa-sygeplejersker-i-region-nordjylland-afdelinger-kan
39,https://www.dr.dk/nyheder/apple-tager-til-genmaele-i-sag-om-mulige-brud-paa-eus-konkurrenceregler?focusId=4183493
40,https://www.dr.dk/nyheder/seneste/danske-uddannelser-brugte-millioner-paa-udenlandske-agenter
41,https://www.dr.dk/nyheder/seneste/heunicke-paa-mandag-vil-vi-forsoege-give-100000-vaccinestik
42,https://www.dr.dk/nyheder/apple-tager-til-genmaele-i-sag-om-mulige-brud-paa-eus-konkurrenceregler?focusId=3750865
43,https://www.dr.dk/nyheder/politik/minut-minut-ny-infrastrukturplan-blev-praesenteret
44,https://www.dr.dk/nyheder/apple-tager-til-genmaele-i-sag-om-mulige-brud-paa-eus-konkurrenceregler?focusId=3376711
45,https://www.dr.dk/nyheder/tema/coronavirus
46,https://www.dr.dk/nyheder/seneste/corona-forlaenger-ventetid-47-millioner-briter-har-staaet-i-koe-til-en-operation
47,https://www.dr.dk/nyheder/seneste/sundhedsmyndighed-i-usa-nu-kan-mange-af-jer-gaa-udenfor-uden-mundbind-igen
78,https://www.dr.dk/nyheder/penge/hvert-andet-forsoeg-paa-ansaette-en-sygeplejerske-mislykkes
79,https://www.dr.dk/nyheder/penge/ekspert-foer-sygeplejerskeforhandling-stor-sandsynlighed-strejke
80,https://www.dr.dk/nyheder/penge/sygeplejersker-ryster-paa-hovedet-over-overenskomstloesning-frygter-syltekrukke
81,https://www.dr.dk/nyheder/indland/52-aar-gammel-loenkrig-kan-nu-sende-sygeplejersker-i-strejke-forstaa-hvorfor-her
82,https://www.dr.dk/nyheder/seneste/doedvande-i-forhandlingerne-mellem-sygeplejersker-og-arbejdsgivere
83,https://www.dr.dk/nyheder/indland/her-er-de-tre-strejker-i-danmarkshistorien-som-forskeren-selv-husker-bedst
85,https://www.dr.dk/nyheder/seneste/politisk-flertal-vil-give-mulighed-anonymisere-blandt-andet-laeger-og-sygeplejersker
86,https://www.dr.dk/nyheder/regionale/oestjylland/coronapukkel-af-patienter-venter-paa-operation-og-behandling-vi-haaber
126,https://www.dr.dk/nyheder/seneste/saa-har-soeren-brostroem-selv-faaet-foerste-vaccine-indsproejtning
127,https://www.dr.dk/nyheder/nyt-forskningsprojekt-skal-vise-paalideligheden-af-lyntest?focusId=4072318
128,https://www.dr.dk/nyheder/vejret/regn-hver-evig-eneste-dag-maj-er-den-anden-vaadeste-i-mere-end-100-aar
129,https://www.dr.dk/nyheder/seneste/endnu-en-aktoer-dropper-frivillig-vaccineordning-retningslinjerne-er-mangelfulde
130,https://www.dr.dk/nyheder/vejret/maj-slutter-med-hoej-sol-men-det-er-stadig-en-af-de-moerkeste-koldeste-og-vaadeste
131,https://www.dr.dk/nyheder/seneste/sanjay-shah-skal-varetaegtsfaengsles-i-sag-om-bedrageri-med-udbytteskat
132,https://www.dr.dk/nyheder/endnu-en-dag-med-udbrud
133,https://www.dr.dk/nyheder/politik/minut-minut-alternativets-franciska-rosenkilde-holdt-sin-foerste-landsmoedetale
134,https://www.dr.dk/nyheder/service/2007/05/01070636.htm?focusId=3497223
135,https://www.dr.dk/nyheder/vejret/endelig-saa-er-de-lyse-naetter-over-os
186,https://www.dr.dk/nyheder/penge/konflikt-paa-sygehuse-kan-vare-laenge-sygeplejersker-har-penge-til-strejke-i-mindst-8
187,https://www.dr.dk/nyheder/penge/saadan-rammer-sygeplejerskestrejken
188,https://www.dr.dk/nyheder/penge/sygeplejersker-klar-til-strejke-marianne-vil-have-5000-kroner-mere-i-loen-om-maaneden
189,https://www.dr.dk/nyheder/penge/sygeplejersker-frustrerede-over-udsigt-til-lang-strejke-vil-have-politikere-til-gribe
190,https://www.dr.dk/nyheder/penge/sygehusstrejke-paa-vej-sygeplejersker-stemmer-nej-til-forhandlingsforslag
191,https://www.dr.dk/nyheder/penge/tjener-en-sygeplejerske-25000-eller-42000-kroner-her-er-hvad-der-er-op-og-ned-i-den
192,https://www.dr.dk/nyheder/penge/nu-er-konflikten-i-gang-flest-danskere-stoetter-sygeplejerskernes-strejke
194,https://www.berlingske.dk/oekonomi/konflikten-mellem-sygeplejerskerne-og-regionerne-fortsaetter-foerste
195,/search?q=Hvad+handler+sygeplejerske+konflikten+om%3F&sa=X&ved=2ahUKEwiFzvnEnsf5AhUSqYsKHSWgAJoQzmd6BAgqEAU
197,/search?q=Hvad+tjener+en+sygeplejerske+p%C3%A5+37+timer%3F&sa=X&ved=2ahUKEwiFzvnEnsf5AhUSqYsKHSWgAJoQzmd6BAgrEAU
199,/search?q=Hvad+er+timel%C3%B8nnen+for+en+sygeplejerske%3F&sa=X&ved=2ahUKEwiFzvnEnsf5AhUSqYsKHSWgAJoQzmd6BAgtEAU
200,https://www.jobindex.dk/cms/se-hvad-gennemsnitsloennen-er-for-sygeplejersker
201,/search?q=Hvor+tjener+man+mest+som+sygeplejerske%3F&sa=X&ved=2ahUKEwiFzvnEnsf5AhUSqYsKHSWgAJoQzmd6BAgsEAU
203,https://www.dr.dk/nyheder/penge/stoettepartier-vil-se-paa-langsigtet-loesning-paa-sygeplejerskernes-konflikt-vi-maa
272,https://www.dr.dk/nyheder/penge/paaroerende-opfordres-til-hjaelpe-aeldre-og-saarbare-faa-overblik-over-hvor
273,https://www.dr.dk/nyheder/seneste/5000-sygeplejersker-skal-strejke-efter-nej-til-overenskomst
274,https://www.dr.dk/nyheder/seneste/konflikten-er-i-gang-tusinder-af-sygeplejersker-strejker
275,https://www.dr.dk/nyheder/penge/flere-steder-goer-sygeplejerske-strejken-ondt-patienter-ligger-paa-gangene-og-kan-ikke
276,https://www.dr.dk/nyheder/seneste/konflikten-er-i-gang-tusinder-sygeplejersker-strejker
278,https://www.dr.dk/nyheder/seneste/sygeplejersker-paa-gaden-i-hele-landet-bedre-loenvilkaar
279,https://www.dr.dk/nyheder/penge/casper-schroeder-saadan-kan-sygeplejerskernes-strejke-ende
280,https://www.dr.dk/nyheder/penge/se-kortet-flere-end-2500-patienter-faar-aflyst-operation-i-strejkens-foerste-uge
281,https://www.dr.dk/nyheder/indland/annalises-operation-blev-aflyst-paa-grund-af-strejke-nu-kan-hun-og-mange-danskere
361,https://www.dr.dk/nyheder/indland/sygeplejersker-udvider-strejke-med-702-medlemmer
362,https://www.dr.dk/nyheder/penge/efter-en-maaned-med-konflikt-sygeplejersker-har-ikke-vundet-stoerre-stoette-i
363,https://www.dr.dk/nyheder/penge/kommunikationsekspert-ny-maaling-kan-vaere-en-katastrofe-sygeplejerskerne
364,https://www.dr.dk/nyheder/indland/702-ekstra-sygeplejersker-er-paa-vej-i-strejke-det-er-ikke-en-voldsom-udvidelse
365,https://www.dr.dk/nyheder/indland/sygeplejerskerne-udvider-strejke-til-fertilitetsomraadet-strejke-paa-vores-omraade
366,https://www.dr.dk/nyheder/penge/sygeplejerske-strejke-giver-stor-patientpukkel-i-region-syddanmark-vi-er-laast
367,https://www.dr.dk/nyheder/seneste/sygeplejersker-udvider-strejken-igen
368,https://www.dr.dk/nyheder/penge/em-corona-og-rejselyst-faar-sygeplejerskestrejke-til-drukne-i-medierne
369,https://www.dr.dk/nyheder/indland/faerre-soeger-til-velfaerdsuddannelser-det-er-virkelig-en-krise
458,https://www.dr.dk/nyheder/indland/faerre-vil-tage-sig-af-boern-og-syge-de-her-tal-er-virkelig-virkelig-et-wakeup-call
459,https://www.dr.dk/nyheder/seneste/frontpersonale-fyret-efter-langtidssygemeldinger-med-coronasenfoelger-minstre-kaldt
460,https://www.dr.dk/nyheder/indland/her-er-aarets-ti-mest-soegte-uddannelser-jeg-saa-meget-gerne-flere-havde-soegt
461,https://www.dr.dk/nyheder/seneste/tjekket-giver-ekstra-feriedage-til-vaccinerede-offentligt-ansatte
462,https://www.dr.dk/nyheder/seneste/landbrugsstyrelsen-tjek-frugt-og-groent-skadedyr
463,https://www.dr.dk/nyheder/kultur/boeger
464,https://www.dr.dk/nyheder/viden/natur
465,https://www.dr.dk/nyheder/penge/tema/diskrimination-af-gravide
466,https://www.dr.dk/nyheder/seneste/se-billederne-dele-af-london-oversvoemmet-efter-voldsomt-regnvejr
467,https://www.dr.dk/nyheder/indland/store-aendringer-i-vaccineplanen-klik-her-og-se-din-vaccinetid
567,https://www.dr.dk/nyheder/politik/konflikten-er-slut-folketinget-vedtager-indgreb-der-stopper-sygeplejerskernes
568,https://www.dr.dk/nyheder/penge/sygeplejersker-styrer-mod-rekordlang-strejke-og-nu-udvider-de-den
569,https://www.dr.dk/nyheder/penge/strejke-udloeser-feriepukkel-sygeplejersker-har-tusindvis-af-feriedage-til-gode
570,https://www.dr.dk/nyheder/seneste/sygeplejersker-udvider-strejke-endnu-en-gang-yderligere-315-sygeplejerske-udtages
571,https://www.dr.dk/nyheder/indland/skuffede-sygeplejersker-efter-varsling-om-lovindgreb-jeg-synes-det-er-uansvarligt-og
572,https://www.dr.dk/nyheder/seneste/sygeplejersker-demonstrerede-i-regnen
573,https://www.fagbladetfoa.dk/Artikler/2021/08/26/Regeringsindgreb-i-sygeplejerskekonflikt-Det-betyder-det-for-dig
574,/search?q=Hvad+fik+sygeplejerskerne+ud+af+strejken%3F&sa=X&ved=2ahUKEwjr-Z_bnsf5AhWCp4sKHZb_BxAQzmd6BAggEAU
576,/search?q=Hvad+f%C3%A5r+en+sygeplejerske+i+l%C3%B8n%3F&sa=X&ved=2ahUKEwjr-Z_bnsf5AhWCp4sKHZb_BxAQzmd6BAghEAU
577,https://www.dr.dk/nyheder/penge/casper-schroeder-foerst-nu-begynder-sygeplejerske-strejken-alvor
578,/search?q=Hvorfor+har+danske+sygeplejersker+strejket+hen+over+sommeren%3F&sa=X&ved=2ahUKEwjr-Z_bnsf5AhWCp4sKHZb_BxAQzmd6BAgiEAU
579,https://dsr.dk/politik-og-nyheder/nyhed/215-sygeplejersker-strejker-fra-onsdag-rammer-isaer-fertilitetsbehandling
580,/search?q=Hvor+mange+sygeplejersker+strejker+2021%3F&sa=X&ved=2ahUKEwjr-Z_bnsf5AhWCp4sKHZb_BxAQzmd6BAgjEAU
582,https://www.dr.dk/nyheder/penge/regeringen-vil-standse-sygeplejerskekonflikt-og-varsler-indgreb
583,https://www.dr.dk/nyheder/politik/overblik-disse-partier-stoetter-regeringens-indgreb-i-sygeplejerskekonflikten
702,https://www.dr.dk/nyheder/penge/sygeplejersker-truer-med-sige-fra-overfor-overarbejde-jeg-kan-ikke-se-vi-har-andre
703,https://www.dr.dk/nyheder/penge/casper-schroeder-sygeplejerskernes-strejke-var-en-historisk-fiasko-men
704,https://www.dr.dk/nyheder/penge/overblik-en-historisk-strejke-er-ved-naa-sin-afslutning-her-er-de-afgoerende-dage
705,https://www.dr.dk/nyheder/seneste/sygeplejersker-i-aarhus-nedlaegger-arbejdet-efter-indgreb
706,https://www.dr.dk/nyheder/seneste/video-sygeplejersker-kom-med-kampraab-til-mette-frederiksen
707,https://www.dr.dk/nyheder/penge/sygeplejerskernes-formand-det-er-en-utrolig-kritisk-situation
708,https://www.dr.dk/nyheder/penge/efter-naesten-maaneders-sygeplejerske-strejke-staar-opbakningen-i-stampe
709,https://www.dr.dk/nyheder/seneste/sygeplejersker-paa-auh-nedlagde-anden-dag-arbejdet
710,https://www.dr.dk/nyheder/regionale/oestjylland/operationspukkel-efter-strejke-blandt-sygeplejersker-kan-straekke-sig
