,links
0,https://www.dr.dk/nyheder/penge/sygeplejersker-snydt-millioner-af-sygehus
1,https://www.dr.dk/nyheder/regionale/nordjylland/sygeplejersker-med-til-tvangsindlaeggelser
2,https://www.dr.dk/nyheder/regionale/oestjylland/sygeplejersker-faar-hudskader
3,https://www.dr.dk/nyheder/regionale/nordjylland/sygeplejersker-skal-lette-ventetid
4,https://www.dr.dk/nyheder/regionale/oestjylland/tunoe-faar-sygeplejerske-tilbage-naeste-aar
5,https://www.dr.dk/nyheder/indland/socialministeren-ind-i-garagebarnsagen
6,https://www.dr.dk/nyheder/regionale/oestjylland/uniformer-paa-proeve
7,https://www.dr.dk/nyheder/regionale/midtvest/glad-amalie-winther-nummer-syv
8,https://www.dr.dk/nyheder/regionale/oestjylland/flere-ledere-stiller-forbudte-spoergsmaal
9,https://www.dr.dk/nyheder/udland/heftige-sammenstoed-i-kairo
20,https://www.dr.dk/nyheder/regionale/syd/maend-gider-ikke-laese-til-sygeplejerske
21,https://www.dr.dk/nyheder/regionale/nordjylland/faengsel-overvaagning-af-pengeautomater
22,https://www.dr.dk/nyheder/udland/tredje-brand-paa-en-maaned-26-mister-livet-i-mexicansk-gasbrand
23,https://www.dr.dk/nyheder/regionale/oestjylland/strejkende-afviser-kommunens-plan
24,https://www.dr.dk/nyheder/regionale/hovedstadsomraadet/eksplosion-ryster-joedisk-samfund-i-malmoe
25,https://www.dr.dk/nyheder/indland/mor-og-datter-fik-plov-gennem-forruden
26,https://www.dr.dk/nyheder/din-mening-fik-jesper-det-rigtige-raad-af-mit-publikum
27,https://www.dr.dk/Nyheder/Billedserier/2012/09/14104841.htm?focusId=3559112
28,https://www.dr.dk/Nyheder/Baggrund/2012/09/07/140444.htm?focusId=3406903
29,https://www.dr.dk/nyheder/regionale/syd/havde-bagagerummet-fyldt-med-tyvekoster
50,https://www.dr.dk/nyheder/regionale/sjaelland/sygeplejersker-vi-har-travlt
51,https://www.dr.dk/nyheder/udland/bahrain-ingen-naade-til-doemte-laeger-og-sygeplejersker
52,https://www.dr.dk/nyheder/regionale/bornholm/forgiftede-sygeplejersker-foeler-sig-ikke-raske
53,https://www.dr.dk/nyheder/indland/sygeplejersker-topper-i-trovaerdighed-spindoktorer-er-i-bund
54,https://www.dr.dk/nyheder/regionale/midtvest/bedre-overblik-it-paa-sygehusene
55,https://www.dr.dk/nyheder/live-fra-retten-fodbolddommer-tiltalt-seksuelle-overgreb-paa-boern
56,https://www.dr.dk/nyheder/regionale/oestjylland/hele-mennesket-skal-i-fokus
