,links
0,https://www.dr.dk/nyheder/indland/dokumentation-saa-mange-sygeplejersker-bliver-udsat-vold
1,https://www.dr.dk/nyheder/indland/sygeplejersker-udsaettes-i-stigende-grad-sexchikane
2,https://www.dr.dk/nyheder/politik/v-df-hoejere-straf-vold-mod-sygeplejersker
3,https://www.dr.dk/nyheder/indland/voldelig-hverdag-sygeplejersker-udsaettes-vold
4,https://www.dr.dk/nyheder/indland/sygeplejersker-udlaendinge-snupper-vores-job
5,https://www.dr.dk/nyheder/regionale/midtvest/syge-aeldre-hjaelpes-hjemme
6,https://www.dr.dk/nyheder/indland/ekspert-vi-har-stoerre-fokus-paa-sexchikane
7,https://www.dr.dk/nyheder/regionale/sjaelland/genoplivning-skaber-dilemma
8,https://www.dr.dk/nyheder/regionale/midtvest/ansatte-kaemper-deres-arbejdsplads
9,https://www.dr.dk/nyheder/regionale/oestjylland/ny-uniform-skal-vaere-taekkelig
20,https://www.dr.dk/nyheder/indland/blind-mand-i-kalundborg-naegtet-foererhund
21,https://www.dr.dk/nyheder/regionale/bornholm/glatfoereuheld
22,https://www.dr.dk/Nyheder/Billedserier/2013/01/03154200.htm?focusId=2762636
23,https://www.dr.dk/Nyheder/Billedserier/2013/01/10194333.htm?focusId=4126539
24,https://www.dr.dk/nyheder/regionale/hovedstadsomraadet/boern-sover-lidt-og-bruger-fritiden-forkert
25,https://www.dr.dk/nyheder/billedserie-nytaarskur-paa-christiansborg-slot
26,https://www.dr.dk/nyheder/indland/goedningsregler-giver-daarligt-korn
27,https://www.dr.dk/nyheder/regionale/hovedstadsomraadet/broendby-aktie-kan-koebes-otte-kroner
28,https://www.dr.dk/Nyheder/Billedserier/2013/01/17213335.htm?focusId=3577775
29,https://www.dr.dk/nyheder/udland/kilde-34-gidsler-draebt-i-algeriet
50,https://www.dr.dk/nyheder/politik/sygeplejersker-kalder-lockout-userioes
51,https://www.dr.dk/nyheder/regionale/hovedstadsomraadet/travlhed-faar-sygeplejersker-til-frygte-fejl
