,links
0,https://www.dr.dk/nyheder/penge/danske-sygeplejersker-faar-job-i-norge
1,https://www.dr.dk/nyheder/regionale/sjaelland/naesten-ingen-ledige-sygeplejersker
2,https://www.dr.dk/nyheder/indland/dom-i-drabssag-fra-skodborg-i-dag
3,https://www.dr.dk/Nyheder/Temaer/2012/Dronning/2012/01/05/04112834.htm?focusId=3884777
4,https://www.dr.dk/nyheder/regionale/nordjylland/socialminister-vi-kommer-til-laere-af-rebild-sagen
5,https://www.dr.dk/nyheder/regionale/sjaelland/hjaelp-syge-til-finde-vej-i-labyrinten
6,https://www.dr.dk/nyheder/regionale/sjaelland/regionsformand-jeg-har-ikke-noget-undskylde
7,https://www.dr.dk/nyheder/temaer/2012/dronning/2012/01/15/15200219.htm?focusId=4216747
8,https://www.dr.dk/nyheder/penge/langtidsledigheden-er-eksploderet
9,https://www.dr.dk/nyheder/indland/butikker-med-duft-truer-dit-helbred
20,https://www.dr.dk/nyheder/regionale/oestjylland/bil-bragede-ind-i-hus
21,https://www.dr.dk/nyheder/regionale/noah-noah
22,https://www.dr.dk/nyheder/regionale/trekanten/doede-af-legionaersyge
23,https://www.dr.dk/nyheder/politik/pia-k-om-breivikteater-jeg-har-kvalme
24,https://www.dr.dk/nyheder/temaer/2012/dronning/2012/01/15/15200219.htm?focusId=3573180
25,https://www.dr.dk/nyheder/kultur/mere-om-projektet
26,https://www.dr.dk/nyheder/regionale/hovedstadsomraadet/landsby-vil-have-koebenhavnere
27,https://www.dr.dk/Nyheder/Temaer/2012/Dronning/2012/01/09/100643.htm?rss=true
28,https://www.dr.dk/nyheder/politik/regeringen-lyn-lukker-vaerdikommissionen
29,https://www.dr.dk/Nyheder/Temaer/2012/Dronning/2012/01/15/131842.htm?focusId=3549664
50,https://www.dr.dk/nyheder/indland/sygeplejersker-vil-skaere-i-nattevagter
51,https://www.dr.dk/nyheder/regionale/nordjylland/udenlandske-sygeplejersker-er-taget-hjem
52,https://www.dr.dk/nyheder/regionale/midtvest/sygeplejersker-uddanner-sig-til-ledighed
53,https://www.dr.dk/nyheder/regionale/trekanten/finder-hurtigere-arbejde
54,https://www.dr.dk/nyheder/indland/marlene-staar-frem-han-maltrakterede-min-krop-og-mit-ansigt
