,links
0,https://www.dr.dk/nyheder/regionale/syd/sygeplejersker-i-ambulancer-er-et-skridt-naermere
1,https://www.dr.dk/nyheder/regionale/fyn/mangel-paa-reddere-sygeplejersker-kan-indsaettes-i-ambulancer
2,/search?q=related:https://www.dr.dk/nyheder/regionale/fyn/mangel-paa-reddere-sygeplejersker-kan-indsaettes-i-ambulancer&sa=X&ved=2ahUKEwibjd_Ulcf5AhUsQfEDHYqzBUkQH3oECAQQCQ
3,https://www.dr.dk/nyheder/regionale/fyn/3f-ingen-sygeplejersker-i-ambulancerne-tak
4,https://www.dr.dk/nyheder/regionale/syd/sygeplejersker-vil-kortlaegge-brystsmerter
5,https://www.dr.dk/nyheder/regionale/oestjylland/flere-vil-vaere-laerere-ingenioerer-og-sygeplejersker
6,https://www.dr.dk/nyheder/regionale/oestjylland/asylstramninger-socialdemokrater-i-protest-mod-deres-egne
7,https://www.dr.dk/nyheder/politik/kontanthjaelpsloftet-rammer-kvinder-haardest
8,/search?q=related:https://www.dr.dk/nyheder/politik/kontanthjaelpsloftet-rammer-kvinder-haardest&sa=X&ved=2ahUKEwibjd_Ulcf5AhUsQfEDHYqzBUkQH3oECAUQCQ
9,https://www.dr.dk/nyheder/politik/r-og-sf-efter-ku-nedskaeringer-meningsloest-og-katastrofalt-danmark
10,https://www.dr.dk/nyheder/regionale/midtvest/folkeskolelaerere-anmelder-flere-voldelige-overfald
11,https://www.dr.dk/nyheder/indland/retsordfoerere-justitsminister-maa-igen-forklare-sig-i-mobilsag
24,https://www.dr.dk/nyheder/tema/terror-i-bruxelles
25,/search?biw=1036&bih=670&q=related:https://www.dr.dk/nyheder/tema/terror-i-bruxelles&sa=X&ved=2ahUKEwjm7L_Vlcf5AhU7X_EDHRvxCEE4ChAfegQICxAJ
26,https://www.dr.dk/nyheder/politik/lokalformand-aergerligt-med-partihoppere
27,https://www.dr.dk/nyheder/politik/naturfredningsforening-konservative-risikerer-tabe-naturen-paa-gulvet
28,https://www.dr.dk/nyheder/live/laegen-charlotte-til-brugerne-jeg-braender-hjaelpe-andre-mennesker-paa-rette-vej
29,/search?biw=1036&bih=670&q=related:https://www.dr.dk/nyheder/live/laegen-charlotte-til-brugerne-jeg-braender-hjaelpe-andre-mennesker-paa-rette-vej&sa=X&ved=2ahUKEwjm7L_Vlcf5AhU7X_EDHRvxCEE4ChAfegQIBBAJ
30,https://www.dr.dk/nyheder/penge/fattige-har-mest-gaeld
31,https://www.dr.dk/nyheder/tema/forskel-pa-folk
32,https://www.dr.dk/nyheder/politik/sf-vil-have-loft-over-antal-af-indvandrerboern-i-skolerne
33,https://www.dr.dk/nyheder/indland/derfor-skal-du-fortaelle-kollegerne-hvad-du-tjener
34,/search?biw=1036&bih=670&q=related:https://www.dr.dk/nyheder/indland/derfor-skal-du-fortaelle-kollegerne-hvad-du-tjener&sa=X&ved=2ahUKEwjm7L_Vlcf5AhU7X_EDHRvxCEE4ChAfegQIGRAJ
35,https://www.dr.dk/nyheder/penge/lundbeck-falder-paa-boersen-efter-amerikansk-afvisning
36,/search?biw=1036&bih=670&q=related:https://www.dr.dk/nyheder/penge/lundbeck-falder-paa-boersen-efter-amerikansk-afvisning&sa=X&ved=2ahUKEwjm7L_Vlcf5AhU7X_EDHRvxCEE4ChAfegQIFBAJ
37,https://www.dr.dk/nyheder/indland/roede-kors-uledsagede-flygtningeboern-mangler-vaerger
38,/search?biw=1036&bih=670&q=related:https://www.dr.dk/nyheder/indland/roede-kors-uledsagede-flygtningeboern-mangler-vaerger&sa=X&ved=2ahUKEwjm7L_Vlcf5AhU7X_EDHRvxCEE4ChAfegQIDhAJ
66,https://www.dr.dk/nyheder/regionale/sjaelland/mangel-paa-sygeplejersker-fremskyndede-akutlukning
67,/search?q=related:https://www.dr.dk/nyheder/regionale/sjaelland/mangel-paa-sygeplejersker-fremskyndede-akutlukning&sa=X&ved=2ahUKEwizpq_dlcf5AhWAQvEDHc1_BKcQH3oECAMQCA
